admin3,event_type,year,fatalities
Voronovytska,Explosions/Remote violence,2022,0
Voronovytska,Explosions/Remote violence,2024,0
Vorozhbianska,Battles,2024,2
Vorozhbianska,Explosions/Remote violence,2022,1
Vorozhbianska,Explosions/Remote violence,2023,0
Vorozhbianska,Explosions/Remote violence,2024,5
Voskresenska,Battles,2022,0
Voskresenska,Explosions/Remote violence,2022,36
Voskresenska,Explosions/Remote violence,2023,0
Vovchanska,Battles,2022,79
Vovchanska,Battles,2023,0
Vovchanska,Battles,2024,3335
Vovchanska,Explosions/Remote violence,2022,17
Vovchanska,Explosions/Remote violence,2023,29
Vovchanska,Explosions/Remote violence,2024,308
Vozdvyzhivska,Battles,2024,5
Vozdvyzhivska,Explosions/Remote violence,2022,5
Vozdvyzhivska,Explosions/Remote violence,2023,3
Vozdvyzhivska,Explosions/Remote violence,2024,10
Voznesenska,Battles,2022,0
Voznesenska,Explosions/Remote violence,2022,25
Voznesenska,Explosions/Remote violence,2023,0
Voznesenska,Explosions/Remote violence,2024,2
Vuhledarska,Battles,2020,1
Vuhledarska,Battles,2021,0
Vuhledarska,Battles,2022,488
Vuhledarska,Battles,2023,704
Vuhledarska,Battles,2024,399
Vuhledarska,Explosions/Remote violence,2020,1
Vuhledarska,Explosions/Remote violence,2021,1
Vuhledarska,Explosions/Remote violence,2022,74
Vuhledarska,Explosions/Remote violence,2023,466
Vuhledarska,Explosions/Remote violence,2024,259
Vuhlehirska,Battles,2020,0
Vuhlehirska,Battles,2021,0
Vuhlehirska,Battles,2022,0
Vuhlehirska,Explosions/Remote violence,2021,0
Vuhlehirska,Explosions/Remote violence,2022,0
Vuhlehirska,Explosions/Remote violence,2023,0
Vuhlehirska,Explosions/Remote violence,2024,0
Vyhodianska,Explosions/Remote violence,2020,0
Vyhodianska,Explosions/Remote violence,2022,0
Vyhodianska,Explosions/Remote violence,2023,0
Vylkivska,Explosions/Remote violence,2022,0
Vylkivska,Explosions/Remote violence,2023,0
Vylkivska,Explosions/Remote violence,2024,0
Vynohradivska,Explosions/Remote violence,2022,80
Vynohradivska,Explosions/Remote violence,2023,1
Vynohradivska,Explosions/Remote violence,2024,0
Vyshevytska,Explosions/Remote violence,2022,0
Vyshhorodska,Battles,2022,4
Vyshhorodska,Explosions/Remote violence,2022,11
Vyshhorodska,Explosions/Remote violence,2024,0
Vyshneva,Explosions/Remote violence,2022,0
Vyshneva,Explosions/Remote violence,2023,0
Vysochanska,Explosions/Remote violence,2022,16
Vysochanska,Explosions/Remote violence,2023,0
Vysochanska,Explosions/Remote violence,2024,0
Vysokopilska,Battles,2022,71
Vysokopilska,Battles,2024,13
Vysokopilska,Explosions/Remote violence,2022,42
Vysokopilska,Explosions/Remote violence,2023,21
Vysokopilska,Explosions/Remote violence,2024,10
Vyzyrska,Battles,2020,0
Yakymivska,Battles,2024,4
Yakymivska,Explosions/Remote violence,2022,17
Yakymivska,Explosions/Remote violence,2023,0
Yakymivska,Explosions/Remote violence,2024,3
Yaltynska,Explosions/Remote violence,2023,0
Yampilska,Battles,2022,0
Yampilska,Explosions/Remote violence,2022,0
Yampilska,Explosions/Remote violence,2023,0
Yampilska,Explosions/Remote violence,2024,5
Yarkopolenska,Explosions/Remote violence,2023,0
Yarmolynetska,Explosions/Remote violence,2022,0
Yaryshivska,Explosions/Remote violence,2022,1
Yaskivska,Explosions/Remote violence,2022,0
Yasynuvatska,Battles,2020,3
Yasynuvatska,Battles,2021,1
Yasynuvatska,Battles,2022,14
Yasynuvatska,Battles,2023,1
Yasynuvatska,Battles,2024,0
Yasynuvatska,Explosions/Remote violence,2020,1
Yasynuvatska,Explosions/Remote violence,2021,2
Yasynuvatska,Explosions/Remote violence,2022,28
Yasynuvatska,Explosions/Remote violence,2023,21
Yasynuvatska,Explosions/Remote violence,2024,2
Yavorivska,Battles,2024,0
Yavorivska,Explosions/Remote violence,2022,35
Yavorivska,Explosions/Remote violence,2023,0
Yenakiievska,Battles,2020,0
Yenakiievska,Battles,2021,0
Yenakiievska,Explosions/Remote violence,2020,0
Yenakiievska,Explosions/Remote violence,2021,0
Yenakiievska,Explosions/Remote violence,2022,0
Yenakiievska,Explosions/Remote violence,2023,1
Yenakiievska,Explosions/Remote violence,2024,1
Yevpatoriiska,Explosions/Remote violence,2022,0
Yevpatoriiska,Explosions/Remote violence,2023,0
Yevpatoriiska,Explosions/Remote violence,2024,0
Yunakivska,Battles,2023,0
Yunakivska,Battles,2024,3
Yunakivska,Explosions/Remote violence,2022,4
Yunakivska,Explosions/Remote violence,2023,7
Yunakivska,Explosions/Remote violence,2024,116
Yurivska,Explosions/Remote violence,2022,0
Yurivska,Explosions/Remote violence,2023,0
Yuvileina,Battles,2022,0
Yuvileina,Explosions/Remote violence,2022,0
Yuvileina,Explosions/Remote violence,2023,6
Yuvileina,Explosions/Remote violence,2024,60
Yuzhnenska,Explosions/Remote violence,2022,0
Yuzhnenska,Explosions/Remote violence,2023,0
Yuzhnenska,Explosions/Remote violence,2024,0
Yuzhnoukrainska,Explosions/Remote violence,2022,0
Zabolottivska,Explosions/Remote violence,2023,1
Zaitsivska,Explosions/Remote violence,2023,0
Zakharivska,Explosions/Remote violence,2022,0
Zaozernenska,Explosions/Remote violence,2022,0
Zaozernenska,Explosions/Remote violence,2023,0
Zaozernenska,Explosions/Remote violence,2024,0
Zaporizka,Battles,2022,332
Zaporizka,Battles,2023,1487
Zaporizka,Battles,2024,11
Zaporizka,Explosions/Remote violence,2022,394
Zaporizka,Explosions/Remote violence,2023,37
Zaporizka,Explosions/Remote violence,2024,91
Zarichnenska,Explosions/Remote violence,2022,0
Zatyshnianska,Explosions/Remote violence,2022,0
Zatyshnianska,Explosions/Remote violence,2024,0
Zazymska,Battles,2022,0
Zazymska,Explosions/Remote violence,2022,1
Zdolbunivska,Explosions/Remote violence,2022,0
Zelenodolska,Battles,2022,0
Zelenodolska,Explosions/Remote violence,2022,27
Zelenodolska,Explosions/Remote violence,2023,0
Zelenodolska,Explosions/Remote violence,2024,0
Zelenopidska,Explosions/Remote violence,2022,200
Zelenopidska,Explosions/Remote violence,2023,2
Zelenopidska,Explosions/Remote violence,2024,0
Zhdanivska,Battles,2024,20
Zhdanivska,Explosions/Remote violence,2022,0
Zhdanivska,Explosions/Remote violence,2024,10
Zhmerynska,Explosions/Remote violence,2022,3
Zhmerynska,Explosions/Remote violence,2024,0
Zhytomyrska,Battles,2022,1
Zhytomyrska,Explosions/Remote violence,2020,0
Zhytomyrska,Explosions/Remote violence,2022,9
Zhytomyrska,Explosions/Remote violence,2023,0
Zhytomyrska,Explosions/Remote violence,2024,1
Zmiivska,Explosions/Remote violence,2022,0
Zmiivska,Explosions/Remote violence,2023,0
Zmiivska,Explosions/Remote violence,2024,1
Znamianska,Explosions/Remote violence,2022,0
Znob-Novhorodska,Battles,2023,0
Znob-Novhorodska,Battles,2024,2
Znob-Novhorodska,Explosions/Remote violence,2022,0
Znob-Novhorodska,Explosions/Remote violence,2023,1
Znob-Novhorodska,Explosions/Remote violence,2024,4
Zolochivska,Battles,2022,20
Zolochivska,Battles,2023,5
Zolochivska,Battles,2024,132
Zolochivska,Explosions/Remote violence,2022,76
Zolochivska,Explosions/Remote violence,2023,13
Zolochivska,Explosions/Remote violence,2024,72
Zolotoniska,Explosions/Remote violence,2023,0
Zolotoniska,Explosions/Remote violence,2024,0
Zvanivska,Battles,2022,90
Zvanivska,Battles,2023,3
Zvanivska,Battles,2024,132
Zvanivska,Explosions/Remote violence,2022,20
Zvanivska,Explosions/Remote violence,2023,10
Zvanivska,Explosions/Remote violence,2024,89
Zvenyhorodska,Explosions/Remote violence,2023,0
Zvenyhorodska,Explosions/Remote violence,2024,0
Zymohirivska,Battles,2020,0
Zymohirivska,Battles,2021,1
Zymohirivska,Battles,2023,3
Zymohirivska,Explosions/Remote violence,2020,2
Zymohirivska,Explosions/Remote violence,2021,1
Zymohirivska,Explosions/Remote violence,2022,2
